,content,at,score
1689,Pay to win. Constantly fighting higher level town halls than me. Can have boosted stuff if I pay for it.,2021-09-22 18:16:23,1
1690,Ghatia,2021-05-20 15:22:46,1
1691,Still rocking my world,2022-01-17 14:23:58,5
1692,Awesome,2022-03-10 11:14:08,5
1693,This is super game this is not childhood game this is intrest and learn some many language this is very too much supercell game download and enjoy. I am very glad to playing this game because this game is wondering me,2022-02-16 13:53:28,5
1694,😘😘😘,2021-01-01 07:20:29,1
1695,Awsome game,2020-12-09 14:54:25,4
1696,Let it back the global chat so that more player can enjoy to know each other on global chat so please back the global chat thanks hope to see this my comment😇😇,2021-06-15 12:57:59,1
1697,This game is good and better to me,2022-02-16 13:35:35,4
1698,🐅🐅🐅🐄🐏🐮🐮🐄😁😂😂😂😂☺☺☺☺☺☺☺☺☺☺,2021-10-16 03:12:17,4
1699,I'd give 5 but it wont let me put in my name and aslo i love it I'd played on a nother phone on TH7 and now that seasons start at Th2 an onword is just wow i dont know if its my phone or game,2021-06-17 09:57:01,4
1700,Vera level game coc,2022-02-17 01:51:48,5
1701,Nice,2021-05-05 17:00:44,4
1702,Too long to update the base,2022-02-16 23:17:09,4
1703,Learning games,2022-01-18 14:28:59,5
1704,Unbelievable lag and the amount of ads makes me want to kill myself. Under no circumstances should you download this god awful game I will personally go to the supercell headquarters a kill everyone if they don't delete this game off the app store so frick supercell I rate this 5 stars you frick. But overall very great game no adds no lag runs very well and I wish everyone at supercell a very good day and week and to keep making great games like this and thats why this game gets 1 star from me,2021-03-16 16:34:49,3
1705,not bad,2021-07-19 07:30:08,2
1706,Wow,2020-12-19 09:06:46,1
1707,Varalavl,2021-01-13 09:01:21,4
1708,gyu,2022-02-17 07:29:08,5
1709,I love this game supercell pls keep up the good work,2022-01-05 10:48:38,4
1710,I think  soon we played also in offline mode,2021-09-27 11:53:23,4
1711,"I love this game, I would give 5 star but there's a few things that could make the game better. For example patience and waiting, I always have to wait several hours just for one or 2 builds plus gems are difficult to get. So in conclusion I love this game but waiting takes FOREVER.",2022-01-08 23:41:22,4
1712,Walls are still too expensive to upgrade also the upgrade time is just ridiculous,2021-09-27 15:43:51,3
1713,Free fier is most batter,2021-04-16 05:07:42,1
1714,Love it,2022-02-06 06:05:34,5
1715,Nice but hero leval 60 about,2021-04-13 04:17:47,4
1716,Good game,2021-05-21 12:03:40,3
1717,Fantastic game which keeps me coming back,2022-02-26 08:54:50,5
1718,love the game,2022-01-09 12:02:38,3
1719,coc <3,2022-01-02 17:04:12,4
1720,W O W,2022-02-18 10:32:20,5
1721,Good,2022-03-01 00:50:39,5
1722,I like this game,2022-02-16 16:07:17,5
1723,Classic map building strategy game. The grind is real.,2021-09-27 11:38:48,3
1724,Nice aap,2021-04-15 07:08:06,1
1725,Loot system is not good not satisfied,2021-09-27 11:51:00,2
1726,It is awesome game,2021-12-27 01:19:41,4
1727,I love it and play it until now.,2022-01-26 20:22:32,5
1728,Worst,2021-05-28 08:17:53,1
1729,This is the best game now a days I think the coin and elxir will increase this game is super I think,2022-02-18 07:46:08,5
1730,"This is my favorite game by far, alway has been for the past 8 years ive been playing, this game is awesome, but theres one thing, i am starting up my own clan, it has around 15 members, i keep getting these Bots joining my clan spamming unlimited gem websites and leave, over and over hundreds of times, i have set a trophie join limit but ones with lots of trophies join instead, some of my members have lost their account from it, loads have left the clan becuase of the bot spam. Please fix <3",2021-06-18 13:43:32,3
1731,"nostalgic and still the best for me, because don't need pay to win, everything is back to your skill. My only request is please make clan war for builder base.",2022-02-16 14:51:24,5
1732,Cool game,2022-02-17 00:23:12,5
1733,I dont like the game i am a old player playing form 2017 everytime we get christmas music but this time we didnt got im so disappointed,2021-12-31 12:29:11,1
1734,Nice game,2021-09-28 06:52:29,4
1735,Black screen bug,2020-12-18 04:58:08,4
1736,Its terrable you should not get it,2021-02-26 21:11:39,1
1737,hatdog,2021-08-25 06:38:47,3
1738,Simply good,2021-07-29 10:03:23,4
1739,"It make me update 6 times now!!!,I'm at war and I need to log in fast but I can't,why suppercell why??...",2021-06-15 22:54:14,1
1740,This game is verry nice,2021-07-07 22:57:14,4
1741,Enjoy gaming,2022-03-03 18:01:22,5
1742,Its Really a Great Game. The Problem is the Waiting. Thats all i can say.,2020-12-20 03:28:45,4
1743,This game has a lot of fun,2022-03-03 13:26:07,5
1744,My Game No Open,2022-03-07 17:15:53,1
1745,💩,2021-09-27 14:52:52,1
1746,The best,2021-05-17 05:27:41,1
1747,"Such a great game, this game makes me so happy after I downloaded it from clash Royale. It's so satisfying destroying villages and finally getting your town hall to level 12. Great and amazing game",2022-02-23 13:51:48,5
1748,its an awesome gamr,2022-02-25 04:07:03,3
1749,"Someone stallen my TH13 Account.. and after Reaching Help and Support team, no one approach me to solve my issue. And i know that No one would Also see my this comment.",2021-03-05 07:40:29,1
1750,Nice,2021-05-26 07:38:26,4
1751,👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,2022-02-16 20:59:05,5
1752,Amazing,2022-01-08 06:39:53,4
1753,dear coc please i need a gold pass my brother get gold pass in his account many time but i didnt plz help me.he was mocking me .i want a gold pass only one time but i dont have money because im a 9 year old kid .,2022-02-16 09:10:21,5
1754,"I have been playing on and off for more than 10 years and it's time for me to sign off. Damage spells are used for just attacking chests, every other player is a bot, someone who attacked me minutes ago somehow has a shield? Pace of the game is calculated by months when you are at TH level 9, it's just unbearable even with boosts.",2022-02-01 23:18:39,1
1755,Ur mum,2021-06-22 10:52:46,4
1756,Nice game.,2022-02-26 11:22:14,5
1757,Although I love the game and the company and the idea I have spent a long time building my base and all of my progress is gone. Yes I established a supercell ID and a Google play account but it needs to send a verification code which I don't receive on any Gmail accounts. So they should make this more convenient or more official. Again though on the other hand this is a very good game but I don't have time to build my base from scratch.,2021-11-27 05:20:35,2
1758,Ngentod,2021-01-10 07:20:52,1
1759,very good,2022-02-16 16:54:39,5
1760,"Th14 is unbreakable. Must need rebalancing update by decreasing xbow, canon, archer tower's power and by increasing power and health of yeti, witch, wiz, electro.",2021-12-05 20:59:57,1
1761,Very good to play,2021-12-02 06:55:59,4
1762,Nice,2022-02-28 06:49:27,5
1763,It's Amazing it's just that I mean I wish that buildings wouldn't take 14 hours thing when you get down early,2022-02-04 03:12:59,4
1764,Best game,2022-02-16 14:23:49,5
1765,I make 4 stars because I'm stuck at loading even my friend's too,2022-03-06 22:37:06,4
1766,Coc please help me a guy came and he freezed my all ids and all clan members please fix it fast,2021-09-02 12:02:45,1
1767,This is epic❤,2021-06-15 15:14:08,4
1768,Op,2022-01-31 10:43:51,5
1769,Awesome 😎👍,2021-07-08 08:55:57,4
1770,That so good game but some mobile could not handle it like vivo y90 old 2 /16,2021-05-29 03:37:53,4
1771,It was so beutiful game,2021-02-12 10:09:01,3
1772,The game is brilliant but i gave four star because the time of upgrade to a building is so much that's why.,2021-09-28 09:21:38,4
1773,Coc is a good game to play,2022-01-26 15:36:38,5
1774,Good valo onek❤️❤️❤️,2021-12-20 14:59:25,4
1775,The game is nice but you should incude the global chat region once agian .It helps to commounicate others and also helps to make friends and develop once clan .so take global chat back.,2021-12-07 21:38:28,4
1776,nice gane,2021-05-17 06:14:00,4
1777,Please notice my coc automatically went back PLEASEEEEEEEEE,2021-07-31 06:26:19,1
1778,boleh lah,2022-02-24 07:47:19,5
1779,👑💯😈,2022-02-16 22:05:36,5
1780,❤️,2022-02-28 15:56:44,5
1781,The greatest game in my opinion really fun and extremly addicting. There is only one problem and its with the townhall 14 update. When I donated troops before the update they went up levels but after the update they go down 2 levels and it makes me and my clanmates angry. This donation thing needs to be removed because it is annoying. The only reason I am rating the game as a 4 star is because of the new donation update otherwise it'll be 5 But other then that one thing the game is so much fun.,2021-04-13 14:08:25,4
1782,Its lagging and freezing and crashing i dunno why fix it i love the game so much its not boring even the upgrade time has to long i really like it thank you i wish it will be fix thanks but im mad in the loading it crashing but i will wait for the fix,2021-11-16 14:38:45,2
1783,Amazing,2022-02-07 15:56:30,5
1784,Bad,2021-06-15 11:13:01,4
1785,Nice,2022-03-03 12:18:01,5
1786,Nice,2021-03-04 01:28:33,3
1787,GOAT of games that's it,2022-02-17 04:37:19,5
1788,"Can't open the game, it says ""Log in failed"" ""Please try again later"" Why it is happen? , I have strong network connectivity which is broadband connection and speed is 150mbps. Please solve it, I have playing the game since 2013/2014.",2021-05-01 08:41:05,2
1789,"This is a great game since day 1,but the only thing i want to back in this game is their global chat,because the last update they erase the global chat and now its so boring.You can't communicate to the others that not in your clan.😥HOPE THAT SUPERCELL BRING BACK THE GLOBAL CHAT❤😁THEN IF ITS BACK I'LL GIVE 5⭐",2021-10-13 17:13:26,3
1790,Great game,2021-03-13 01:39:39,4
1791,Nise👍,2022-02-16 14:21:50,5
1792,Very slow.....,2021-01-26 18:11:52,2
1793,Good game but the cost of upgrades are too costly and takes lots of time. Either the cost or the time for upgrades should be reviewed.,2022-02-17 14:27:17,4
1794,Nice game,2022-02-16 16:10:55,5
1795,😅,2022-02-24 22:10:19,5
1796,Love it ❤️❤️,2022-02-06 08:46:48,5
1797,So many times I can't open keyboard and can't type anymore and some times it laggs fix keyboard problem,2021-08-29 04:31:04,3
1798,Hey my account is lost I connected to supercell I'd but it's showing no id,2021-07-09 06:24:16,1
1799,Amazing game,2021-05-18 15:42:59,4
1800,I really like the game only problem is that when logging in it keeps saying connection lost even I have strong internet plssßs builder fix this,2021-12-10 07:59:10,2
1801,Gandu game ha,2021-09-30 02:08:47,1
1802,I like how needed the game to be strategic but some process isn't work like buying gems.,2022-02-06 23:56:31,4
1803,Nice,2021-12-24 05:49:01,4
1804,One of the best,2022-02-17 01:54:30,5
1805,Boring,2022-02-16 13:58:45,2
1806,Game is good but upgrading take to much time,2021-04-25 12:59:04,3
1807,Bad Factor at update time Restarted again n again waste of time and data package,2021-06-15 19:00:35,2
1808,Good app,2022-02-16 14:02:27,5
1809,I think chats want to be private.... There should be group chat and also private chat...... If want to talk to someone.... Everyone in the clan can see that msg..... So i give 3 stars....,2022-03-07 11:38:39,3
1810,Patta bn😪,2021-07-15 06:54:05,1
1811,Good Good morning,2021-11-20 18:36:42,3
1812,good,2021-07-13 05:20:09,4
1813,Injoy playing new upadate,2021-04-15 16:53:23,4
1814,A good strategy game and the updates are pretty good in this winter I am been playing the game since 2015,2022-03-10 16:41:31,5
1815,"Is there some bug on the game. Most of my troops are max. When I donate max troops in CC , no one is getting a max troops instead one level is getting downl(eg. Donate max level 10 giant n in cc Level 9) when I donate troops!🤔🤔",2021-04-13 05:59:44,1
1816,I love Clash of clans,2022-03-02 11:19:36,5
1817,"There's a freaking bug in cwl where we can't scout or attack the enemy please fix these.How can you guys let this happen in the middle of cwl.Please fix these asap, it will ruin our attack strategy.",2022-03-03 00:36:07,1
1818,Interesting,2021-06-29 19:04:22,4
1819,Ayusin nyo nga signal Ng coc laging nwawala pag nag lalaro me .kpag ibng games nman nlalaro ko Hindi nagluluko signal.,2022-01-13 10:24:56,1
1820,I want global chat,2021-10-26 17:44:06,2
